,iteration,smart_agent,strategy,agent,money
8442,203,regional warehouse,Dumb,Wholesale,-3748.693698699343
8443,203,regional warehouse,Dumb,Regional Warehouse,-3417.7772376492394
8444,203,regional warehouse,Dumb,Factory,-637.5155832226362
8445,203,regional warehouse,Dumber,Retail,-3782.7612799942676
8446,203,regional warehouse,Dumber,Wholesale,-3668.9758556892248
8447,203,regional warehouse,Dumber,Regional Warehouse,-3377.65949847237
8448,203,regional warehouse,Dumber,Factory,-3782.7612799942676
8449,204,regional warehouse,Smart,Retail,1206.3253023972543
8450,204,regional warehouse,Smart,Wholesale,3370.876935359303
8451,204,regional warehouse,Smart,Regional Warehouse,7981.691201541565
8452,204,regional warehouse,Smart,Factory,1206.3253023972543
8453,204,regional warehouse,Dumb,Retail,-36.75583985486048
8454,204,regional warehouse,Dumb,Wholesale,382.5666509426218
8455,204,regional warehouse,Dumb,Regional Warehouse,3634.9331607048643
8456,204,regional warehouse,Dumb,Factory,-36.75583985486048
8457,204,regional warehouse,Dumber,Retail,-1270.0767651935896
8458,204,regional warehouse,Dumber,Wholesale,527.8802134317154
8459,204,regional warehouse,Dumber,Regional Warehouse,3786.6124672083997
8460,204,regional warehouse,Dumber,Factory,-1270.0767651935896
8461,205,regional warehouse,Smart,Retail,182.4990527530544
8462,205,regional warehouse,Smart,Wholesale,1064.0660034719672
8463,205,regional warehouse,Smart,Regional Warehouse,875.1854139420259
8464,205,regional warehouse,Smart,Factory,182.4990527530544
8465,205,regional warehouse,Dumb,Retail,-915.9342893545572
8466,205,regional warehouse,Dumb,Wholesale,-5306.388046764912
8467,205,regional warehouse,Dumb,Regional Warehouse,-5596.954778154242
8468,205,regional warehouse,Dumb,Factory,-915.9342893545572
8469,205,regional warehouse,Dumber,Retail,-6128.637257586937
8470,205,regional warehouse,Dumber,Wholesale,-5181.686067027722
8471,205,regional warehouse,Dumber,Regional Warehouse,-5533.702173432777
8472,205,regional warehouse,Dumber,Factory,-6128.637257586937
8473,206,regional warehouse,Smart,Retail,1904.9008437131508
8474,206,regional warehouse,Smart,Wholesale,1754.2383130972066
8475,206,regional warehouse,Smart,Regional Warehouse,4142.738448204308
8476,206,regional warehouse,Smart,Factory,1904.9008437131508
8477,206,regional warehouse,Dumb,Retail,735.9111491943279
8478,206,regional warehouse,Dumb,Wholesale,-1026.5573210330076
8479,206,regional warehouse,Dumb,Regional Warehouse,550.4762626085877
8480,206,regional warehouse,Dumb,Factory,735.9111491943279
8481,206,regional warehouse,Dumber,Retail,-1153.693321097685
8482,206,regional warehouse,Dumber,Wholesale,-932.2057651774163
8483,206,regional warehouse,Dumber,Regional Warehouse,640.3276710821272
8484,206,regional warehouse,Dumber,Factory,-1153.693321097685
8485,207,regional warehouse,Smart,Retail,317.51642171720385
8486,207,regional warehouse,Smart,Wholesale,1881.7054571569793
8487,207,regional warehouse,Smart,Regional Warehouse,1339.1727269690634
8488,207,regional warehouse,Smart,Factory,317.51642171720385
8489,207,regional warehouse,Dumb,Retail,-347.30016933009347
8490,207,regional warehouse,Dumb,Wholesale,-1894.067370988668
8491,207,regional warehouse,Dumb,Regional Warehouse,-2247.639717398168
8492,207,regional warehouse,Dumb,Factory,-347.30016933009347
8493,207,regional warehouse,Dumber,Retail,-2982.9387699929257
8494,207,regional warehouse,Dumber,Wholesale,-1781.317769124655
8495,207,regional warehouse,Dumber,Regional Warehouse,-2207.7580611126423
8496,207,regional warehouse,Dumber,Factory,-2982.9387699929257
8497,208,regional warehouse,Smart,Retail,3807.107114186745
8498,208,regional warehouse,Smart,Wholesale,625.4722868503447
8499,208,regional warehouse,Smart,Regional Warehouse,7504.396820997766
8500,208,regional warehouse,Smart,Factory,3807.107114186745
8501,208,regional warehouse,Dumb,Retail,1300.8659255341463
8502,208,regional warehouse,Dumb,Wholesale,-5142.448004208173
8503,208,regional warehouse,Dumb,Regional Warehouse,-668.6824688477558
8504,208,regional warehouse,Dumb,Factory,1300.8659255341463
8505,208,regional warehouse,Dumber,Retail,-3375.517200219753
8506,208,regional warehouse,Dumber,Wholesale,-5027.471559099729
8507,208,regional warehouse,Dumber,Regional Warehouse,-480.6951918632598
8508,208,regional warehouse,Dumber,Factory,-3375.517200219753
8509,209,regional warehouse,Smart,Retail,73.69816401537626
8510,209,regional warehouse,Smart,Wholesale,3443.013104136632
8511,209,regional warehouse,Smart,Regional Warehouse,7698.979041993113
8512,209,regional warehouse,Smart,Factory,73.69816401537626
8513,209,regional warehouse,Dumb,Retail,-1183.9888028518797
8514,209,regional warehouse,Dumb,Wholesale,-5144.5060283465855
8515,209,regional warehouse,Dumb,Regional Warehouse,-2339.684481265202
8516,209,regional warehouse,Dumb,Factory,-1183.9888028518797
8517,209,regional warehouse,Dumber,Retail,-7441.856633487828
8518,209,regional warehouse,Dumber,Wholesale,-4948.1634685996705
8519,209,regional warehouse,Dumber,Regional Warehouse,-2131.8732383418433
8520,209,regional warehouse,Dumber,Factory,-7441.856633487828
8521,210,regional warehouse,Smart,Retail,1383.806161972689
8522,210,regional warehouse,Smart,Wholesale,619.9395336393922
8523,210,regional warehouse,Smart,Regional Warehouse,2801.192106177674
8524,210,regional warehouse,Smart,Factory,1383.806161972689
8525,210,regional warehouse,Dumb,Retail,480.1269890202509
8526,210,regional warehouse,Dumb,Wholesale,-966.3491346546364
8527,210,regional warehouse,Dumb,Regional Warehouse,315.3006945497823
8528,210,regional warehouse,Dumb,Factory,480.1269890202509
8529,210,regional warehouse,Dumber,Retail,-567.5009547871491
8530,210,regional warehouse,Dumber,Wholesale,-894.0802155819645
8531,210,regional warehouse,Dumber,Regional Warehouse,386.4311175035778
8532,210,regional warehouse,Dumber,Factory,-567.5009547871491
8533,211,regional warehouse,Smart,Retail,820.9376408167587
8534,211,regional warehouse,Smart,Wholesale,2154.9857671610316
8535,211,regional warehouse,Smart,Regional Warehouse,2325.322548889313
8536,211,regional warehouse,Smart,Factory,820.9376408167587
8537,211,regional warehouse,Dumb,Retail,-444.7846920882963
8538,211,regional warehouse,Dumb,Wholesale,-4358.80731900491
8539,211,regional warehouse,Dumb,Regional Warehouse,-4883.618978453796
8540,211,regional warehouse,Dumb,Factory,-444.7846920882963
8541,211,regional warehouse,Dumber,Retail,-5634.429073602377
8542,211,regional warehouse,Dumber,Wholesale,-4223.112415705552
8543,211,regional warehouse,Dumber,Regional Warehouse,-4782.753816443796
8544,211,regional warehouse,Dumber,Factory,-5634.429073602377
8545,212,regional warehouse,Smart,Retail,2351.5121772242655
8546,212,regional warehouse,Smart,Wholesale,12300.834571258149
8547,212,regional warehouse,Smart,Regional Warehouse,16252.866242438226
8548,212,regional warehouse,Smart,Factory,2351.5121772242655
8549,212,regional warehouse,Dumb,Retail,478.10253412602543
8550,212,regional warehouse,Dumb,Wholesale,4420.029100129467
8551,212,regional warehouse,Dumb,Regional Warehouse,5959.670618474431
8552,212,regional warehouse,Dumb,Factory,478.10253412602543
8553,212,regional warehouse,Dumber,Retail,-2279.545171972281
8554,212,regional warehouse,Dumber,Wholesale,4777.262460808761
8555,212,regional warehouse,Dumber,Regional Warehouse,6373.416944765502
8556,212,regional warehouse,Dumber,Factory,-2279.545171972281
8557,213,regional warehouse,Smart,Retail,2123.3949370249807
8558,213,regional warehouse,Smart,Wholesale,1227.295386399374
8559,213,regional warehouse,Smart,Regional Warehouse,4422.040603813237
8560,213,regional warehouse,Smart,Factory,2123.3949370249807
8561,213,regional warehouse,Dumb,Retail,635.1676841029636
8562,213,regional warehouse,Dumb,Wholesale,-1802.3603030824165
8563,213,regional warehouse,Dumb,Regional Warehouse,352.90362447256575
8564,213,regional warehouse,Dumb,Factory,635.1676841029636
8565,213,regional warehouse,Dumber,Retail,-1387.723155079482
8566,213,regional warehouse,Dumber,Wholesale,-1700.0557344991005
8567,213,regional warehouse,Dumber,Regional Warehouse,458.5078240109367
8568,213,regional warehouse,Dumber,Factory,-1387.723155079482
8569,214,regional warehouse,Smart,Retail,4302.15287147568
8570,214,regional warehouse,Smart,Wholesale,3008.0660610226114
8571,214,regional warehouse,Smart,Regional Warehouse,7386.760570666729
8572,214,regional warehouse,Smart,Factory,4302.15287147568
8573,214,regional warehouse,Dumb,Retail,1813.083453524904
8574,214,regional warehouse,Dumb,Wholesale,-2106.8517073394924
8575,214,regional warehouse,Dumb,Regional Warehouse,-312.22926103428495
8576,214,regional warehouse,Dumb,Factory,1813.083453524904
8577,214,regional warehouse,Dumber,Retail,-2015.5351324290764
8578,214,regional warehouse,Dumber,Wholesale,-1982.7087116023017
8579,214,regional warehouse,Dumber,Regional Warehouse,-112.6938003584102
8580,214,regional warehouse,Dumber,Factory,-2015.5351324290764
8581,215,regional warehouse,Smart,Retail,4357.360963369818
8582,215,regional warehouse,Smart,Wholesale,7249.409999721062
8583,215,regional warehouse,Smart,Regional Warehouse,6015.499662133419
8584,215,regional warehouse,Smart,Factory,4357.360963369818
8585,215,regional warehouse,Dumb,Retail,2139.4981938660894
8586,215,regional warehouse,Dumb,Wholesale,3827.08763015146
8587,215,regional warehouse,Dumb,Regional Warehouse,2619.782727786369
8588,215,regional warehouse,Dumb,Factory,2139.4981938660894
8589,215,regional warehouse,Dumber,Retail,1158.472351344102
8590,215,regional warehouse,Dumber,Wholesale,4013.0414862615958
8591,215,regional warehouse,Dumber,Regional Warehouse,2723.2592845656027
8592,215,regional warehouse,Dumber,Factory,1158.472351344102
8593,216,regional warehouse,Smart,Retail,-89.52926141295688
8594,216,regional warehouse,Smart,Wholesale,379.7077471881309
8595,216,regional warehouse,Smart,Regional Warehouse,1493.340356163429
8596,216,regional warehouse,Smart,Factory,-89.52926141295688
8597,216,regional warehouse,Dumb,Retail,-1366.867488308086
8598,216,regional warehouse,Dumb,Wholesale,-6231.964011804812
8599,216,regional warehouse,Dumb,Regional Warehouse,-5790.79946620531
8600,216,regional warehouse,Dumb,Factory,-1366.867488308086
8601,216,regional warehouse,Dumber,Retail,-6869.911062010003
8602,216,regional warehouse,Dumber,Wholesale,-6116.245712072951
8603,216,regional warehouse,Dumber,Regional Warehouse,-5712.573426065421
8604,216,regional warehouse,Dumber,Factory,-6869.911062010003
8605,217,regional warehouse,Smart,Retail,4298.954194974686
8606,217,regional warehouse,Smart,Wholesale,1830.54763208227
8607,217,regional warehouse,Smart,Regional Warehouse,5744.2610963037
8608,217,regional warehouse,Smart,Factory,4298.954194974686
8609,217,regional warehouse,Dumb,Retail,1961.5080683637393
8610,217,regional warehouse,Dumb,Wholesale,-304.1080288344999
8611,217,regional warehouse,Dumb,Regional Warehouse,2215.106888391823
8612,217,regional warehouse,Dumb,Factory,1961.5080683637393
8613,217,regional warehouse,Dumber,Retail,686.4406833707334
8614,217,regional warehouse,Dumber,Wholesale,-212.92018115252588
8615,217,regional warehouse,Dumber,Regional Warehouse,2329.027609066309
8616,217,regional warehouse,Dumber,Factory,686.4406833707334
8617,218,regional warehouse,Smart,Retail,2396.078834148875
8618,218,regional warehouse,Smart,Wholesale,13615.175192926414
8619,218,regional warehouse,Smart,Regional Warehouse,17787.62432425604
8620,218,regional warehouse,Smart,Factory,2396.078834148875
8621,218,regional warehouse,Dumb,Retail,536.1067679333968
8622,218,regional warehouse,Dumb,Wholesale,6541.638789034693
8623,218,regional warehouse,Dumb,Regional Warehouse,8569.257708691266
8624,218,regional warehouse,Dumb,Factory,536.1067679333968
8625,218,regional warehouse,Dumber,Retail,-592.4496595769331
8626,218,regional warehouse,Dumber,Wholesale,6943.292197365163
8627,218,regional warehouse,Dumber,Regional Warehouse,9016.505079923061
8628,218,regional warehouse,Dumber,Factory,-592.4496595769331
8629,219,regional warehouse,Smart,Retail,4580.508883021645
8630,219,regional warehouse,Smart,Wholesale,7001.518953115696
8631,219,regional warehouse,Smart,Regional Warehouse,11038.240922084038
8632,219,regional warehouse,Smart,Factory,4580.508883021645
8633,219,regional warehouse,Dumb,Retail,1763.456471340919
8634,219,regional warehouse,Dumb,Wholesale,-140.5133250866546
8635,219,regional warehouse,Dumb,Regional Warehouse,2947.3411303251214
8636,219,regional warehouse,Dumb,Factory,1763.456471340919
8637,219,regional warehouse,Dumber,Retail,-1871.5931306018003
8638,219,regional warehouse,Dumber,Wholesale,116.78188743083271
8639,219,regional warehouse,Dumber,Regional Warehouse,3188.675993154953
8640,219,regional warehouse,Dumber,Factory,-1871.5931306018003
8641,220,regional warehouse,Smart,Retail,10497.357103479355
8642,220,regional warehouse,Smart,Wholesale,17352.62549717793
8643,220,regional warehouse,Smart,Regional Warehouse,23693.072270123386
8644,220,regional warehouse,Smart,Factory,10497.357103479355
8645,220,regional warehouse,Dumb,Retail,5165.381448110033
8646,220,regional warehouse,Dumb,Wholesale,5700.486687537342
8647,220,regional warehouse,Dumb,Regional Warehouse,9461.223215683474
8648,220,regional warehouse,Dumb,Factory,5165.381448110033
8649,220,regional warehouse,Dumber,Retail,637.4831362221603
8650,220,regional warehouse,Dumber,Wholesale,6185.063897288191
8651,220,regional warehouse,Dumber,Regional Warehouse,9992.470349017976
8652,220,regional warehouse,Dumber,Factory,637.4831362221603
8653,221,regional warehouse,Smart,Retail,3152.426157021195
8654,221,regional warehouse,Smart,Wholesale,9757.869054990086
8655,221,regional warehouse,Smart,Regional Warehouse,2446.712052677965
8656,221,regional warehouse,Smart,Factory,3152.426157021195
8657,221,regional warehouse,Dumb,Retail,1839.162812698703
8658,221,regional warehouse,Dumb,Wholesale,6571.980886773002
8659,221,regional warehouse,Dumb,Regional Warehouse,1141.9953046593566
8660,221,regional warehouse,Dumb,Factory,1839.162812698703
8661,221,regional warehouse,Dumber,Retail,1996.825434239683
8662,221,regional warehouse,Dumber,Wholesale,6806.316795556187
8663,221,regional warehouse,Dumber,Regional Warehouse,1191.9998616594148
8664,221,regional warehouse,Dumber,Factory,1996.825434239683
8665,222,regional warehouse,Smart,Retail,11309.548474406647
8666,222,regional warehouse,Smart,Wholesale,3055.4957757013485
8667,222,regional warehouse,Smart,Regional Warehouse,2987.8859574582193
8668,222,regional warehouse,Smart,Factory,11309.548474406647
8669,222,regional warehouse,Dumb,Retail,5695.812379037025
8670,222,regional warehouse,Dumb,Wholesale,-4711.622084606168
8671,222,regional warehouse,Dumb,Regional Warehouse,-4933.604980787273
8672,222,regional warehouse,Dumb,Factory,5695.812379037025
8673,222,regional warehouse,Dumber,Retail,347.93529652200186
8674,222,regional warehouse,Dumber,Wholesale,-4518.678740116468
8675,222,regional warehouse,Dumber,Regional Warehouse,-4835.080781740038
8676,222,regional warehouse,Dumber,Factory,347.93529652200186
8677,223,regional warehouse,Smart,Retail,2408.016462656545
8678,223,regional warehouse,Smart,Wholesale,4270.1772391168
8679,223,regional warehouse,Smart,Regional Warehouse,10096.731598750053
8680,223,regional warehouse,Smart,Factory,2408.016462656545
8681,223,regional warehouse,Dumb,Retail,1357.4942658519722
8682,223,regional warehouse,Dumb,Wholesale,2673.9975468260295
8683,223,regional warehouse,Dumb,Regional Warehouse,5944.496542159579
8684,223,regional warehouse,Dumb,Factory,1357.4942658519722
8685,223,regional warehouse,Dumber,Retail,1444.3818047276307
8686,223,regional warehouse,Dumber,Wholesale,2805.4149601232216
8687,223,regional warehouse,Dumber,Regional Warehouse,6165.418669221523
8688,223,regional warehouse,Dumber,Factory,1444.3818047276307
8689,224,regional warehouse,Smart,Retail,60.580035572144915
8690,224,regional warehouse,Smart,Wholesale,86.39462988077752
8691,224,regional warehouse,Smart,Regional Warehouse,336.21538415065976
8692,224,regional warehouse,Smart,Factory,60.580035572144915
8693,224,regional warehouse,Dumb,Retail,-108.74550333125998
8694,224,regional warehouse,Dumb,Wholesale,-506.6180569831323
8695,224,regional warehouse,Dumb,Regional Warehouse,-335.267248119429
8696,224,regional warehouse,Dumb,Factory,-108.74550333125998
8697,224,regional warehouse,Dumber,Retail,-501.999546791755
8698,224,regional warehouse,Dumber,Wholesale,-456.9916771229885
8699,224,regional warehouse,Dumber,Regional Warehouse,-325.15479615263604
8700,224,regional warehouse,Dumber,Factory,-501.999546791755
8701,225,regional warehouse,Smart,Retail,4134.977835955776
8702,225,regional warehouse,Smart,Wholesale,4026.6807319273566
8703,225,regional warehouse,Smart,Regional Warehouse,9818.782772670787
8704,225,regional warehouse,Smart,Factory,4134.977835955776
8705,225,regional warehouse,Dumb,Retail,1483.1982739295038
8706,225,regional warehouse,Dumb,Wholesale,-2089.077723949188
8707,225,regional warehouse,Dumb,Regional Warehouse,1681.0251464176622
8708,225,regional warehouse,Dumb,Factory,1483.1982739295038
8709,225,regional warehouse,Dumber,Retail,-2176.0298808206026
8710,225,regional warehouse,Dumber,Wholesale,-1896.9009487666156
8711,225,regional warehouse,Dumber,Regional Warehouse,1924.5565390773672
8712,225,regional warehouse,Dumber,Factory,-2176.0298808206026
8713,226,regional warehouse,Smart,Retail,3815.694713761652
8714,226,regional warehouse,Smart,Wholesale,1351.8740435154125
8715,226,regional warehouse,Smart,Regional Warehouse,5267.008326741325
8716,226,regional warehouse,Smart,Factory,3815.694713761652
8717,226,regional warehouse,Dumb,Retail,1984.3329779611818
8718,226,regional warehouse,Dumb,Wholesale,501.03938011064156
8719,226,regional warehouse,Dumb,Regional Warehouse,2877.5334151195816
8720,226,regional warehouse,Dumb,Factory,1984.3329779611818
8721,226,regional warehouse,Dumber,Retail,1588.038628330795
8722,226,regional warehouse,Dumber,Wholesale,564.4855699454745
8723,226,regional warehouse,Dumber,Regional Warehouse,2972.3810117929347
8724,226,regional warehouse,Dumber,Factory,1588.038628330795
8725,227,regional warehouse,Smart,Retail,1723.5723132414248
8726,227,regional warehouse,Smart,Wholesale,2177.301948119717
8727,227,regional warehouse,Smart,Regional Warehouse,3854.1945691743326
8728,227,regional warehouse,Smart,Factory,1723.5723132414248
8729,227,regional warehouse,Dumb,Retail,776.0191210362959
8730,227,regional warehouse,Dumb,Wholesale,345.6259846357697
8731,227,regional warehouse,Dumb,Regional Warehouse,1245.0352343652135
8732,227,regional warehouse,Dumb,Factory,776.0191210362959
8733,227,regional warehouse,Dumber,Retail,-55.505086957915516
8734,227,regional warehouse,Dumber,Wholesale,443.61534782427873
8735,227,regional warehouse,Dumber,Regional Warehouse,1335.161951655517
8736,227,regional warehouse,Dumber,Factory,-55.505086957915516
8737,228,regional warehouse,Smart,Retail,1009.4669535020643
8738,228,regional warehouse,Smart,Wholesale,657.9479353733631
8739,228,regional warehouse,Smart,Regional Warehouse,937.449656620769
8740,228,regional warehouse,Smart,Factory,1009.4669535020643
8741,228,regional warehouse,Dumb,Retail,-629.1381790179729
8742,228,regional warehouse,Dumb,Wholesale,-7169.929121397301
8743,228,regional warehouse,Dumb,Regional Warehouse,-7360.733299441253
8744,228,regional warehouse,Dumb,Factory,-629.1381790179729
8745,228,regional warehouse,Dumber,Retail,-7120.718906717144
8746,228,regional warehouse,Dumber,Wholesale,-7036.215470500254
8747,228,regional warehouse,Dumber,Regional Warehouse,-7278.4900762977195
8748,228,regional warehouse,Dumber,Factory,-7120.718906717144
8749,229,regional warehouse,Smart,Retail,1532.9199512685905
8750,229,regional warehouse,Smart,Wholesale,282.03956129425006
8751,229,regional warehouse,Smart,Regional Warehouse,3072.1950126483653
8752,229,regional warehouse,Smart,Factory,1532.9199512685905
8753,229,regional warehouse,Dumb,Retail,562.6480919203782
8754,229,regional warehouse,Dumb,Wholesale,-606.1104444780855
8755,229,regional warehouse,Dumb,Regional Warehouse,1240.14442321516
8756,229,regional warehouse,Dumb,Factory,562.6480919203782
8757,229,regional warehouse,Dumber,Retail,-10.529754025709408
8758,229,regional warehouse,Dumber,Wholesale,-550.1933971948232
8759,229,regional warehouse,Dumber,Regional Warehouse,1297.0270034907592
8760,229,regional warehouse,Dumber,Factory,-10.529754025709408
8761,230,regional warehouse,Smart,Retail,1648.0994796451682
8762,230,regional warehouse,Smart,Wholesale,9.128432536313648
8763,230,regional warehouse,Smart,Regional Warehouse,16.48392986905463
8764,230,regional warehouse,Smart,Factory,1648.0994796451682
8765,230,regional warehouse,Dumb,Retail,398.63634006535733
8766,230,regional warehouse,Dumb,Wholesale,-2690.811569356325
8767,230,regional warehouse,Dumb,Regional Warehouse,-2846.7594080275708
8768,230,regional warehouse,Dumb,Factory,398.63634006535733
8769,230,regional warehouse,Dumber,Retail,-1788.1188734116906
8770,230,regional warehouse,Dumber,Wholesale,-2618.646157262321
8771,230,regional warehouse,Dumber,Regional Warehouse,-2823.947180607911
8772,230,regional warehouse,Dumber,Factory,-1788.1188734116906
8773,231,regional warehouse,Smart,Retail,4700.955122289012
8774,231,regional warehouse,Smart,Wholesale,4219.639125269309
8775,231,regional warehouse,Smart,Regional Warehouse,13448.432864229606
8776,231,regional warehouse,Smart,Factory,4700.955122289012
8777,231,regional warehouse,Dumb,Retail,1971.8242491266762
8778,231,regional warehouse,Dumb,Wholesale,-1645.969389813512
8779,231,regional warehouse,Dumb,Regional Warehouse,4288.3248545644965
8780,231,regional warehouse,Dumb,Factory,1971.8242491266762
8781,231,regional warehouse,Dumber,Retail,-1922.1362816534108
8782,231,regional warehouse,Dumber,Wholesale,-1477.6286355253785
8783,231,regional warehouse,Dumber,Regional Warehouse,4573.552782465324
8784,231,regional warehouse,Dumber,Factory,-1922.1362816534108
8785,232,regional warehouse,Smart,Retail,5413.703057238416
8786,232,regional warehouse,Smart,Wholesale,9528.358970620759
8787,232,regional warehouse,Smart,Regional Warehouse,15889.441577958421
8788,232,regional warehouse,Smart,Factory,5413.703057238416
8789,232,regional warehouse,Dumb,Retail,1837.65645318538
8790,232,regional warehouse,Dumb,Wholesale,-1205.7274915899532
8791,232,regional warehouse,Dumb,Regional Warehouse,2216.8602255822693
8792,232,regional warehouse,Dumb,Factory,1837.65645318538
8793,232,regional warehouse,Dumber,Retail,-3983.7148292271486
8794,232,regional warehouse,Dumber,Wholesale,-855.7028182792671
8795,232,regional warehouse,Dumber,Regional Warehouse,2645.6320385622025
8796,232,regional warehouse,Dumber,Factory,-3983.7148292271486
8797,233,regional warehouse,Smart,Retail,7834.9427510664655
8798,233,regional warehouse,Smart,Wholesale,1111.8857276595184
8799,233,regional warehouse,Smart,Regional Warehouse,3384.7731892892543
8800,233,regional warehouse,Smart,Factory,7834.9427510664655
8801,233,regional warehouse,Dumb,Retail,3802.5126060889334
8802,233,regional warehouse,Dumb,Wholesale,1193.3389452330014
8803,233,regional warehouse,Dumb,Regional Warehouse,2309.046034262545
8804,233,regional warehouse,Dumb,Factory,3802.5126060889334
8805,233,regional warehouse,Dumber,Retail,4513.334874479031
8806,233,regional warehouse,Dumber,Wholesale,1260.1743140141111
8807,233,regional warehouse,Dumber,Regional Warehouse,2371.4543876795688
8808,233,regional warehouse,Dumber,Factory,4513.334874479031
8809,234,regional warehouse,Smart,Retail,5549.458622290088
8810,234,regional warehouse,Smart,Wholesale,1234.002130400453
8811,234,regional warehouse,Smart,Regional Warehouse,7603.321323793106
8812,234,regional warehouse,Smart,Factory,5549.458622290088
8813,234,regional warehouse,Dumb,Retail,2440.1294738697743
8814,234,regional warehouse,Dumb,Wholesale,-4796.059650010376
8815,234,regional warehouse,Dumb,Regional Warehouse,-1113.7981124087942
8816,234,regional warehouse,Dumb,Factory,2440.1294738697743
8817,234,regional warehouse,Dumber,Retail,-2518.7116888964047
8818,234,regional warehouse,Dumber,Wholesale,-4683.431209311875
8819,234,regional warehouse,Dumber,Regional Warehouse,-933.7316435921031
8820,234,regional warehouse,Dumber,Factory,-2518.7116888964047
8821,235,regional warehouse,Smart,Retail,3318.5750521046702
8822,235,regional warehouse,Smart,Wholesale,7030.15866623498
8823,235,regional warehouse,Smart,Regional Warehouse,18686.945993298155
8824,235,regional warehouse,Smart,Factory,3318.5750521046702
8825,235,regional warehouse,Dumb,Retail,1081.562670598976
8826,235,regional warehouse,Dumb,Wholesale,3259.410740462159
8827,235,regional warehouse,Dumb,Regional Warehouse,9999.98226721047
8828,235,regional warehouse,Dumb,Factory,1081.562670598976
8829,235,regional warehouse,Dumber,Retail,699.0020658893361
8830,235,regional warehouse,Dumber,Wholesale,3497.7987271692955
8831,235,regional warehouse,Dumber,Regional Warehouse,10460.306160226723
8832,235,regional warehouse,Dumber,Factory,699.0020658893361
8833,236,regional warehouse,Smart,Retail,2940.6810072370436
8834,236,regional warehouse,Smart,Wholesale,4860.582394067248
8835,236,regional warehouse,Smart,Regional Warehouse,7605.432128535026
8836,236,regional warehouse,Smart,Factory,2940.6810072370436
8837,236,regional warehouse,Dumb,Retail,1062.8899308980883
8838,236,regional warehouse,Dumb,Wholesale,-187.273802353278
8839,236,regional warehouse,Dumb,Regional Warehouse,1465.0655932145305
8840,236,regional warehouse,Dumb,Factory,1062.8899308980883
8841,236,regional warehouse,Dumber,Retail,-1706.5997743339085
8842,236,regional warehouse,Dumber,Wholesale,-4.099940589772213
8843,236,regional warehouse,Dumber,Regional Warehouse,1649.7912903854399
8844,236,regional warehouse,Dumber,Factory,-1706.5997743339085
8845,237,regional warehouse,Smart,Retail,5776.657879890009
8846,237,regional warehouse,Smart,Wholesale,2180.78156584795
8847,237,regional warehouse,Smart,Regional Warehouse,11602.68182049471
8848,237,regional warehouse,Smart,Factory,5776.657879890009
8849,237,regional warehouse,Dumb,Retail,2737.7969921401072
8850,237,regional warehouse,Dumb,Wholesale,-854.10164549718
8851,237,regional warehouse,Dumb,Regional Warehouse,4961.892107073339
8852,237,regional warehouse,Dumb,Factory,2737.7969921401072
8853,237,regional warehouse,Dumber,Retail,1132.3180506022827
8854,237,regional warehouse,Dumber,Wholesale,-729.9749874367844
8855,237,regional warehouse,Dumber,Regional Warehouse,5236.600972360084
8856,237,regional warehouse,Dumber,Factory,1132.3180506022827
8857,238,regional warehouse,Smart,Retail,13692.175335798791
8858,238,regional warehouse,Smart,Wholesale,857.9271272487723
8859,238,regional warehouse,Smart,Regional Warehouse,10398.318246156328
8860,238,regional warehouse,Smart,Factory,13692.175335798791
8861,238,regional warehouse,Dumb,Retail,7352.1228542930385
8862,238,regional warehouse,Dumb,Wholesale,-1039.625887943757
8863,238,regional warehouse,Dumb,Regional Warehouse,4551.021149802682
8864,238,regional warehouse,Dumb,Factory,7352.1228542930385
8865,238,regional warehouse,Dumber,Retail,6458.136344702086
8866,238,regional warehouse,Dumber,Wholesale,-943.8661644884028
8867,238,regional warehouse,Dumber,Regional Warehouse,4790.144361617507
8868,238,regional warehouse,Dumber,Factory,6458.136344702086
8869,239,regional warehouse,Smart,Retail,1394.5077082828898
8870,239,regional warehouse,Smart,Wholesale,2932.5730739924325
8871,239,regional warehouse,Smart,Regional Warehouse,2835.174538179594
8872,239,regional warehouse,Smart,Factory,1394.5077082828898
8873,239,regional warehouse,Dumb,Retail,-642.8058267632889
8874,239,regional warehouse,Dumb,Wholesale,-7167.963828113647
8875,239,regional warehouse,Dumb,Regional Warehouse,-7444.003111236016
8876,239,regional warehouse,Dumb,Factory,-642.8058267632889
8877,239,regional warehouse,Dumber,Retail,-8406.656640772293
8878,239,regional warehouse,Dumber,Wholesale,-6967.206851955335
8879,239,regional warehouse,Dumber,Regional Warehouse,-7321.634963291239
8880,239,regional warehouse,Dumber,Factory,-8406.656640772293
8881,240,regional warehouse,Smart,Retail,5778.603049786397
8882,240,regional warehouse,Smart,Wholesale,6787.451487625844
8883,240,regional warehouse,Smart,Regional Warehouse,4621.932732132057
8884,240,regional warehouse,Smart,Factory,5778.603049786397
8885,240,regional warehouse,Dumb,Retail,2071.175705316484
8886,240,regional warehouse,Dumb,Wholesale,-722.1436732134896
8887,240,regional warehouse,Dumb,Regional Warehouse,-2446.0459703608008
8888,240,regional warehouse,Dumb,Factory,2071.175705316484
8889,240,regional warehouse,Dumber,Retail,-2170.276836540178
8890,240,regional warehouse,Dumber,Wholesale,-475.50816223879286
8891,240,regional warehouse,Dumber,Regional Warehouse,-2316.6655809831573
