,agent,day,inventory,purchase,r_s_a,q_s_a
45812,Factory,138,0.0,78,-74.0,-74.0
45813,Retail,139,0.0,69,-14.799999999999955,-14.799999999999955
45814,Wholesale,139,0.0,77,-64.0,-64.0
45815,Regional_Warehouse,139,0.0,0,-158.0,-165.2
45816,Factory,139,0.0,24,-48.0,-48.0
45817,Retail,140,0.0,31,-16.299999999999955,-16.299999999999955
45818,Wholesale,140,0.0,55,-88.0,-88.0
45819,Regional_Warehouse,140,0.0,60,-170.0,-170.0
45820,Factory,140,0.0,97,-150.0,-150.0
45821,Retail,141,0.0,32,-11.900000000000091,-11.900000000000091
45822,Wholesale,141,0.0,86,-124.0,-124.0
45823,Regional_Warehouse,141,0.0,22,-142.0,-142.0
45824,Factory,141,0.0,48,-98.0,-98.0
45825,Retail,142,0.0,78,-10.0,-10.0
45826,Wholesale,142,0.0,86,-184.0,-184.0
45827,Regional_Warehouse,142,0.0,46,-18.0,-18.0
45828,Factory,142,0.0,14,-176.0,-176.0
45829,Retail,143,0.0,64,-11.5,-11.5
45830,Wholesale,143,0.0,60,-182.0,-182.0
45831,Regional_Warehouse,143,0.0,79,-132.0,-132.0
45832,Factory,143,0.0,97,-120.0,-120.0
45833,Retail,144,0.0,53,-11.099999999999909,-11.099999999999909
45834,Wholesale,144,0.0,96,-22.0,-22.0
45835,Regional_Warehouse,144,0.0,95,-108.0,-108.0
45836,Factory,144,0.0,72,-108.0,-108.0
45837,Retail,145,0.0,61,-12.599999999999909,-12.599999999999909
45838,Wholesale,145,0.0,94,-72.0,-72.0
45839,Regional_Warehouse,145,0.0,42,-122.0,-122.0
45840,Factory,145,0.0,63,-126.0,-126.0
45841,Retail,146,0.0,3,-14.799999999999955,-14.799999999999955
45842,Wholesale,146,0.0,90,-156.0,-156.0
45843,Regional_Warehouse,146,0.0,43,-138.0,-138.0
45844,Factory,146,0.0,53,-154.0,-154.0
45845,Retail,147,0.0,24,-16.299999999999955,-16.299999999999955
45846,Wholesale,147,0.0,98,-42.0,-42.0
45847,Regional_Warehouse,147,0.0,83,-2.0,-2.0
45848,Factory,147,0.0,74,-10.0,-10.0
45849,Retail,148,0.0,97,-11.900000000000091,-11.900000000000091
45850,Wholesale,148,0.0,8,-170.0,-170.0
45851,Regional_Warehouse,148,0.0,40,-102.0,-102.0
45852,Factory,148,0.0,21,-90.0,-90.0
45853,Retail,149,0.0,53,-10.0,-10.0
45854,Wholesale,149,0.0,32,-26.0,-26.0
45855,Regional_Warehouse,149,0.0,21,0.0,0.0
45856,Factory,149,0.0,59,-158.0,-158.0
45857,Retail,150,0.0,29,-11.5,-11.5
45858,Wholesale,150,0.0,94,-42.0,-42.0
45859,Regional_Warehouse,150,0.0,63,-184.0,-184.0
45860,Factory,150,0.0,14,-124.0,-124.0
45861,Retail,151,0.0,76,-11.099999999999909,-11.099999999999909
45862,Wholesale,151,0.0,84,-28.0,-28.0
45863,Regional_Warehouse,151,0.0,1,0.0,0.0
45864,Factory,151,0.0,43,-32.0,-32.0
45865,Retail,152,0.0,55,-12.599999999999909,-12.599999999999909
45866,Wholesale,152,0.0,48,-18.0,-18.0
45867,Regional_Warehouse,152,0.0,63,-104.0,-104.0
45868,Factory,152,0.0,57,-58.0,-58.0
45869,Retail,153,0.0,30,-14.799999999999955,-14.799999999999955
45870,Wholesale,153,0.0,10,0.0,0.0
45871,Regional_Warehouse,153,0.0,71,-112.0,-112.0
45872,Factory,153,0.0,65,-182.0,-182.0
45873,Retail,154,0.0,15,-16.299999999999955,-16.299999999999955
45874,Wholesale,154,0.0,26,-12.0,-12.0
45875,Regional_Warehouse,154,0.0,84,-142.0,-142.0
45876,Factory,154,0.0,10,-102.0,-102.0
45877,Retail,155,0.0,2,0.09999999999990905,0.09999999999990905
45878,Wholesale,155,0.0,59,-94.0,-94.0
45879,Regional_Warehouse,155,0.0,16,8.0,8.0
45880,Factory,155,0.0,59,-38.0,-38.0
45881,Retail,156,0.0,84,-10.0,-10.0
45882,Wholesale,156,0.0,49,-112.0,-112.0
45883,Regional_Warehouse,156,0.0,46,-188.0,-188.0
45884,Factory,156,0.0,26,-102.0,-102.0
45885,Retail,157,0.0,78,-11.5,-11.5
45886,Wholesale,157,0.0,15,-4.0,-4.0
45887,Regional_Warehouse,157,0.0,76,-68.0,-68.0
45888,Factory,157,0.0,66,-178.0,-178.0
45889,Retail,158,0.0,44,3.6155932595429476,3.6155932595429476
45890,Wholesale,158,0.0,81,-91.28440674045669,-91.28440674045669
45891,Regional_Warehouse,158,0.0,69,-179.2844067404567,-179.2844067404567
45892,Factory,158,0.0,56,-101.28440674045669,-101.28440674045669
45893,Retail,159,0.0,89,-12.599999999999909,-12.599999999999909
45894,Wholesale,159,0.0,30,-24.0,-24.0
45895,Regional_Warehouse,159,0.0,9,-102.0,-102.0
45896,Factory,159,0.0,56,-42.0,-42.0
45897,Retail,160,0.0,37,-14.799999999999955,-14.799999999999955
45898,Wholesale,160,0.0,45,-170.0,-170.0
45899,Regional_Warehouse,160,0.0,46,-78.0,-78.0
45900,Factory,160,0.0,77,-100.0,-100.0
45901,Retail,161,0.0,34,-16.299999999999955,-16.299999999999955
45902,Wholesale,161,0.0,74,-2.0,-2.0
45903,Regional_Warehouse,161,0.0,16,-82.0,-82.0
45904,Factory,161,0.0,10,-56.0,-56.0
45905,Retail,162,0.0,2,-11.900000000000091,-11.900000000000091
45906,Wholesale,162,0.0,17,-196.0,-196.0
45907,Regional_Warehouse,162,0.0,46,-66.0,-66.0
45908,Factory,162,0.0,60,-136.0,-136.0
45909,Retail,163,0.0,85,-10.0,-10.0
45910,Wholesale,163,0.0,76,-120.0,-120.0
45911,Regional_Warehouse,163,0.0,58,-22.0,-22.0
45912,Factory,163,0.0,21,-98.00000000000182,-98.00000000000182
45913,Retail,164,0.0,2,-11.5,-11.5
45914,Wholesale,164,0.0,2,-8.0,-8.0
45915,Regional_Warehouse,164,0.0,96,-2.0,-2.0
45916,Factory,164,0.0,41,-108.0,-108.0
45917,Retail,165,0.0,43,-11.099999999999909,-11.099999999999909
45918,Wholesale,165,0.0,41,-68.0,-68.0
45919,Regional_Warehouse,165,0.0,48,-30.0,-30.0
45920,Factory,165,0.0,76,-18.0,-18.0
45921,Retail,166,0.0,97,-0.599999999999909,-0.599999999999909
45922,Wholesale,166,1.0,76,-70.0,-70.0
45923,Regional_Warehouse,166,0.0,36,-170.0,-170.0
45924,Factory,166,0.0,2,-110.0,-110.0
45925,Retail,167,0.0,42,-2.800000000000182,-2.800000000000182
45926,Wholesale,167,0.0,90,-52.027397260273574,-52.027397260273574
45927,Regional_Warehouse,167,0.0,53,-120.0,-120.0
45928,Factory,167,0.0,7,-144.0,-144.0
45929,Retail,168,0.0,98,-16.300000000000182,-16.300000000000182
45930,Wholesale,168,0.0,34,-150.0,-150.0
45931,Regional_Warehouse,168,0.0,60,-132.0,-132.0
45932,Factory,168,0.0,53,-150.0,-150.0
45933,Retail,169,0.0,10,-11.900000000000091,-11.900000000000091
45934,Wholesale,169,0.0,0,-134.0,-135.8
45935,Regional_Warehouse,169,0.0,27,-94.0,-94.0
45936,Factory,169,0.0,22,-132.0,-132.0
45937,Retail,170,0.0,20,-10.0,-10.0
45938,Wholesale,170,0.0,2,-116.0,-116.0
45939,Regional_Warehouse,170,0.0,27,-170.0,-170.0
45940,Factory,170,0.0,64,-52.0,-52.0
45941,Retail,171,0.0,37,8.18255254436508,8.18255254436508
45942,Wholesale,171,0.0,61,-70.31744745563628,-70.31744745563628
45943,Regional_Warehouse,171,0.0,42,-158.31744745563628,-158.31744745563628
45944,Factory,171,0.0,27,-66.31744745563628,-66.31744745563628
45945,Retail,172,0.0,2,-11.099999999999909,-11.099999999999909
45946,Wholesale,172,0.0,58,-44.0,-44.0
45947,Regional_Warehouse,172,0.0,4,-138.00000000000182,-138.00000000000182
45948,Factory,172,0.0,31,-16.0,-16.0
45949,Retail,173,0.0,91,-12.599999999999909,-12.599999999999909
45950,Wholesale,173,0.0,42,-128.00000000000182,-128.00000000000182
45951,Regional_Warehouse,173,0.0,48,-40.0,-40.0
45952,Factory,173,0.0,61,-28.0,-28.0
45953,Retail,174,0.0,7,-14.800000000000182,-14.800000000000182
45954,Wholesale,174,0.0,28,-86.0,-86.0
45955,Regional_Warehouse,174,0.0,76,-124.0,-124.0
45956,Factory,174,0.0,52,-98.0,-98.0
45957,Retail,175,0.0,23,-16.300000000000182,-16.300000000000182
45958,Wholesale,175,0.0,8,-134.0,-134.0
45959,Regional_Warehouse,175,0.0,91,-20.0,-20.0
45960,Factory,175,0.0,27,-158.0,-158.0
45961,Retail,176,0.0,39,-11.900000000000091,-11.900000000000091
45962,Wholesale,176,0.0,54,-76.0,-76.0
45963,Regional_Warehouse,176,0.0,13,-130.0,-130.0
45964,Factory,176,0.0,12,-94.0,-94.0
45965,Retail,177,0.0,11,-10.0,-10.0
45966,Wholesale,177,0.0,63,-54.0,-54.0
45967,Regional_Warehouse,177,0.0,10,-178.0,-178.0
45968,Factory,177,0.0,43,-112.0,-112.0
45969,Retail,178,0.0,8,-11.5,-11.5
45970,Wholesale,178,0.0,69,-154.0,-154.0
45971,Regional_Warehouse,178,0.0,69,-14.0,-14.0
45972,Factory,178,0.0,71,-152.0,-152.0
45973,Retail,179,0.0,23,-11.099999999999909,-11.099999999999909
45974,Wholesale,179,0.0,10,-40.0,-40.0
45975,Regional_Warehouse,179,0.0,18,-12.0,-12.0
45976,Factory,179,0.0,35,-154.0,-154.0
45977,Retail,180,0.0,84,-12.599999999999909,-12.599999999999909
45978,Wholesale,180,0.0,55,-66.0,-66.0
45979,Regional_Warehouse,180,0.0,12,-42.0,-42.0
45980,Factory,180,0.0,8,-140.0,-140.0
45981,Retail,181,0.0,87,-14.800000000000182,-14.800000000000182
45982,Wholesale,181,0.0,58,-10.0,-10.0
45983,Regional_Warehouse,181,0.0,99,-106.0,-106.0
45984,Factory,181,0.0,57,-160.0,-160.0
45985,Retail,182,0.0,20,-16.300000000000182,-16.300000000000182
45986,Wholesale,182,0.0,18,-6.0,-6.0
45987,Regional_Warehouse,182,0.0,76,-176.0,-176.0
45988,Factory,182,0.0,58,-8.0,-8.0
45989,Retail,183,0.0,49,-11.900000000000091,-11.900000000000091
45990,Wholesale,183,0.0,57,-58.0,-58.0
45991,Regional_Warehouse,183,0.0,9,-38.0,-38.0
45992,Factory,183,0.0,13,-98.0,-98.0
45993,Retail,184,0.0,8,-10.0,-10.0
45994,Wholesale,184,0.0,31,-172.0,-172.0
45995,Regional_Warehouse,184,0.0,78,-124.0,-124.0
45996,Factory,184,0.0,74,-48.0,-48.0
45997,Retail,185,0.0,39,-11.5,-11.5
45998,Wholesale,185,0.0,33,-138.0,-138.0
45999,Regional_Warehouse,185,0.0,33,-52.0,-52.0
46000,Factory,185,0.0,45,-194.0,-194.0
46001,Retail,186,0.0,32,-11.099999999999909,-11.099999999999909
46002,Wholesale,186,0.0,64,-174.0,-174.0
46003,Regional_Warehouse,186,0.0,77,-20.0,-20.0
46004,Factory,186,0.0,15,-6.0,-6.0
46005,Retail,187,0.0,65,-12.599999999999909,-12.599999999999909
46006,Wholesale,187,0.0,5,-152.0,-152.0
46007,Regional_Warehouse,187,0.0,31,-196.0,-196.0
46008,Factory,187,0.0,2,-20.0,-20.0
46009,Retail,188,0.0,44,-14.800000000000182,-14.800000000000182
46010,Wholesale,188,0.0,79,-38.0,-38.0
46011,Regional_Warehouse,188,0.0,76,-56.0,-56.0
46012,Factory,188,0.0,48,-164.0,-164.0
46013,Retail,189,0.0,49,-16.300000000000182,-16.300000000000182
46014,Wholesale,189,0.0,21,-108.0,-108.0
46015,Regional_Warehouse,189,0.0,50,-70.0,-70.0
46016,Factory,189,0.0,18,-4.0,-4.0
46017,Retail,190,0.0,65,-11.900000000000091,-11.900000000000091
46018,Wholesale,190,0.0,52,-6.0,-6.0
46019,Regional_Warehouse,190,0.0,78,-106.0,-106.0
46020,Factory,190,0.0,59,-12.0,-12.0
46021,Retail,191,0.0,48,-10.0,-10.0
46022,Wholesale,191,0.0,48,-2.0,-2.0
46023,Regional_Warehouse,191,0.0,60,-72.0,-72.0
46024,Factory,191,0.0,27,-80.0,-80.0
46025,Retail,192,0.0,87,-11.5,-11.5
46026,Wholesale,192,0.0,66,-8.0,-8.0
46027,Regional_Warehouse,192,0.0,85,-112.0,-112.0
46028,Factory,192,0.0,60,-154.0,-154.0
46029,Retail,193,0.0,10,-11.099999999999909,-11.099999999999909
46030,Wholesale,193,0.0,84,0.0,0.0
46031,Regional_Warehouse,193,0.0,77,-68.0,-68.0
46032,Factory,193,0.0,87,-74.0,-74.0
46033,Retail,194,0.0,21,-12.599999999999909,-12.599999999999909
46034,Wholesale,194,0.0,46,-136.0,-136.0
46035,Regional_Warehouse,194,0.0,88,-8.0,-8.0
46036,Factory,194,0.0,49,-128.0,-128.0
46037,Retail,195,0.0,41,-14.800000000000182,-14.800000000000182
46038,Wholesale,195,0.0,76,-114.0,-114.0
46039,Regional_Warehouse,195,0.0,29,-68.0,-68.0
46040,Factory,195,0.0,63,0.0,0.0
46041,Retail,196,0.0,57,-16.300000000000182,-16.300000000000182
46042,Wholesale,196,0.0,78,-140.0,-140.0
46043,Regional_Warehouse,196,0.0,78,-168.0,-168.0
46044,Factory,196,0.0,62,-146.0,-146.0
46045,Retail,197,0.0,65,-11.900000000000091,-11.900000000000091
46046,Wholesale,197,0.0,83,-178.0,-178.0
46047,Regional_Warehouse,197,0.0,55,-26.0,-26.0
46048,Factory,197,0.0,93,-172.0,-172.0
46049,Retail,198,0.0,89,-10.0,-10.0
46050,Wholesale,198,0.0,86,-76.0,-76.0
46051,Regional_Warehouse,198,0.0,40,-162.0,-162.0
46052,Factory,198,0.0,96,-152.0,-152.0
46053,Retail,199,0.0,40,-11.5,-11.5
46054,Wholesale,199,0.0,69,-152.0,-152.0
46055,Regional_Warehouse,199,0.0,42,-126.0,-126.0
46056,Factory,199,0.0,44,-48.0,-48.0
46057,Retail,200,0.0,34,-11.099999999999909,-11.099999999999909
46058,Wholesale,200,0.0,49,-78.0,-78.0
46059,Regional_Warehouse,200,0.0,10,-162.0,-162.0
46060,Factory,200,0.0,72,-84.0,-84.0
46061,Retail,201,0.0,7,-12.599999999999909,-12.599999999999909
46062,Wholesale,201,0.0,87,-146.0,-146.0
46063,Regional_Warehouse,201,0.0,83,-86.0,-86.0
46064,Factory,201,0.0,82,-80.0,-80.0
46065,Retail,202,0.0,64,-14.800000000000182,-14.800000000000182
46066,Wholesale,202,0.0,14,-110.0,-110.0
46067,Regional_Warehouse,202,0.0,61,-144.0,-144.0
46068,Factory,202,0.0,72,-46.0,-46.0
46069,Retail,203,0.0,19,-16.300000000000182,-16.300000000000182
46070,Wholesale,203,0.0,90,-16.0,-16.0
46071,Regional_Warehouse,203,0.0,72,-142.0,-142.0
46072,Factory,203,0.0,24,-134.0,-134.0
46073,Retail,204,0.0,69,-11.900000000000091,-11.900000000000091
46074,Wholesale,204,0.0,58,-4.0,-4.0
46075,Regional_Warehouse,204,0.0,30,-16.0,-16.0
46076,Factory,204,0.0,8,-172.0,-172.0
46077,Retail,205,0.0,19,-10.0,-10.0
46078,Wholesale,205,0.0,6,-100.0,-100.0
46079,Regional_Warehouse,205,0.0,76,-106.0,-106.0
46080,Factory,205,0.0,10,-82.0,-82.0
46081,Retail,206,0.0,85,-0.014257262467253895,-0.014257262467253895
46082,Wholesale,206,0.0,3,-182.51425726246816,-182.51425726246816
46083,Regional_Warehouse,206,0.0,70,-118.51425726246816,-118.51425726246816
46084,Factory,206,0.0,52,-14.514257262468163,-14.514257262468163
46085,Retail,207,0.0,10,-11.099999999999909,-11.099999999999909
46086,Wholesale,207,0.0,4,-156.0,-156.0
46087,Regional_Warehouse,207,0.0,99,-66.0,-66.0
46088,Factory,207,0.0,73,-188.0,-188.0
46089,Retail,208,0.0,9,-6.2320155176294065,-6.2320155176294065
46090,Wholesale,208,0.0,48,-7.632015517625405,-7.632015517625405
46091,Regional_Warehouse,208,0.0,6,-185.63201551762904,-185.63201551762904
46092,Factory,208,0.0,68,-185.63201551762904,-185.63201551762904
46093,Retail,209,1.3950241461509005,7,-51.55217315358095,-51.55217315358095
46094,Wholesale,209,0.0,3,-82.45971024618848,-82.45971024618848
46095,Regional_Warehouse,209,0.0,2,75.54028975381152,75.54028975381152
46096,Factory,209,0.0,43,-52.45971024618848,-52.45971024618848
46097,Retail,210,0.0,57,125.95424306777113,125.95424306777113
46098,Wholesale,210,0.0,95,-66.0,-66.0
46099,Regional_Warehouse,210,0.0,74,-8.0,-8.0
46100,Factory,210,0.0,14,-38.0,-38.0
46101,Retail,211,3.0500000000000007,21,-215.0,-215.0
46102,Wholesale,211,0.0,33,56.0,56.0
46103,Regional_Warehouse,211,0.0,89,-14.0,-14.0
46104,Factory,211,0.0,24,-32.0,-32.0
46105,Retail,212,4.6388385791406,96,-93.07903376648983,-93.07903376648983
46106,Wholesale,212,0.0,17,-84.93393705031485,-84.93393705031485
46107,Regional_Warehouse,212,0.0,76,-54.933937050311215,-54.933937050311215
46108,Factory,212,0.0,99,-48.93393705031485,-48.93393705031485
46109,Retail,213,5.6388385791406,15,-40.12709146792167,-40.12709146792167
46110,Wholesale,213,0.0,53,18.0,18.0
46111,Regional_Warehouse,213,0.0,40,-82.0,-82.0
46112,Factory,213,10.779183719825895,52,-586.751023189554,-586.751023189554
46113,Retail,214,25.668022298966495,16,-1745.2810235125262,-1745.2810235125262
46114,Wholesale,214,0.0,73,181.3502046379108,181.3502046379108
46115,Regional_Warehouse,214,0.0,13,177.3502046379108,177.3502046379108
46116,Factory,214,0.0,31,865.805907725553,865.805907725553
46117,Retail,215,20.118022298966494,66,554.296766512357,554.296766512357
46118,Wholesale,215,0.0,18,-152.0,-152.0
46119,Regional_Warehouse,215,0.0,71,-194.0,-194.0
46120,Factory,215,0.0,74,-138.0,-138.0
46121,Retail,216,13.818022298966493,6,629.4488213068776,629.4488213068776
46122,Wholesale,216,0.0,67,-176.0,-176.0
46123,Regional_Warehouse,216,0.0,95,-132.0,-132.0
46124,Factory,216,0.0,12,0.0,0.0
46125,Retail,217,25.4180222989665,61,-970.3785759533962,-970.3785759533962
46126,Wholesale,217,0.0,95,178.0,178.0
46127,Regional_Warehouse,217,0.0,20,46.0,46.0
46128,Factory,217,0.0,4,90.0,-54.0
46129,Retail,218,17.2680222989665,60,814.3036158274253,814.3036158274253
46130,Wholesale,218,0.0,82,-60.0,-60.0
46131,Regional_Warehouse,218,0.0,91,-198.0,-198.0
46132,Factory,218,0.0,90,-8.0,-8.0
46133,Retail,219,17.3180222989665,66,54.52690349865861,54.52690349865861
46134,Wholesale,219,0.0,96,-94.0,-94.0
46135,Regional_Warehouse,219,0.0,88,-106.0,-106.0
46136,Factory,219,0.0,48,-62.0,-62.0
46137,Retail,220,13.3180222989665,22,409.52553363564493,409.52553363564493
46138,Wholesale,220,12.0,43,-950.0,-950.0
46139,Regional_Warehouse,220,8.897239012473008,50,-492.8067308731115,-492.8067308731115
46140,Factory,220,0.0,45,94.76686814967616,94.76686814967616
46141,Retail,221,28.465261311439505,66,-1306.1163884458301,-1306.1163884458301
46142,Wholesale,221,0.0,30,1134.438101026386,1134.438101026386
46143,Regional_Warehouse,221,0.0,41,585.3298390498421,585.3298390498421
46144,Factory,221,0.0,60,-162.0,-162.0
46145,Retail,222,22.915261311439505,54,554.2201298270838,554.2201298270838
46146,Wholesale,222,0.0,33,-58.0,-58.0
46147,Regional_Warehouse,222,0.0,22,-36.0,-36.0
46148,Factory,222,0.0,30,-148.0,-148.0
46149,Retail,223,16.615261311439504,85,629.3721846216044,629.3721846216044
46150,Wholesale,223,0.0,4,-134.0,-134.0
46151,Regional_Warehouse,223,0.0,22,-64.0,-64.0
46152,Factory,223,0.0,6,-132.0,-132.0
46153,Retail,224,29.215261311439505,10,-1060.4552126386702,-1060.4552126386702
46154,Wholesale,224,1.0,34,120.0,120.0
46155,Regional_Warehouse,224,0.0,94,196.0,196.0
46156,Factory,224,0.0,88,104.0,104.0
46157,Retail,225,22.065261311439507,92,724.1995818818787,724.1995818818787
46158,Wholesale,225,10.0,50,-710.0273972602736,-710.0273972602736
46159,Regional_Warehouse,225,0.0,41,46.0,46.0
46160,Factory,225,0.0,31,94.0,94.0
46161,Retail,226,29.115261311439507,61,-575.6045277071626,-575.6045277071626
46162,Wholesale,226,0.0,91,891.7260273972606,891.7260273972606
46163,Regional_Warehouse,226,0.0,58,-108.0,-108.0
46164,Factory,226,0.0,13,-2.0,-506.0
46165,Retail,227,55.150918802966714,86,-2294.0068526295427,-2294.0068526295427
46166,Wholesale,227,0.0,85,234.4278898983248,234.4278898983248
46167,Regional_Warehouse,227,0.0,52,290.42788989832843,290.42788989832843
46168,Factory,227,0.0,51,290.42788989832843,290.42788989832843
46169,Retail,228,49.400918802966714,68,573.4890159232064,573.4890159232064
46170,Wholesale,228,0.0,11,-76.0,-76.0
46171,Regional_Warehouse,228,0.0,74,-132.0,-132.0
46172,Factory,228,0.0,20,-22.0,-22.0
46173,Retail,229,44.85091880296672,86,463.64655016978213,463.64655016978213
46174,Wholesale,229,0.0,28,-12.0,-12.0
46175,Regional_Warehouse,229,0.0,91,-78.0,-78.0
46176,Factory,229,0.0,32,-86.0,-86.0
46177,Retail,230,38.55091880296672,23,628.7712077040287,628.7712077040287
46178,Wholesale,230,0.0,69,-10.0,-10.0
46179,Regional_Warehouse,230,0.0,46,-140.0,-140.0
46180,Factory,230,0.0,94,-126.0,-126.0
46181,Retail,231,44.735509333920625,80,-483.6693373420976,-483.6693373420976
46182,Wholesale,231,0.0,21,79.01508637144798,79.01508637144798
46183,Regional_Warehouse,231,0.0,66,-24.98491362855202,-24.98491362855202
46184,Factory,231,0.0,33,107.01508637144798,107.01508637144798
46185,Retail,232,49.61718981196452,76,-359.0768734166604,-359.0768734166604
46186,Wholesale,232,0.0,21,68.38016573652567,68.38016573652567
46187,Regional_Warehouse,232,0.0,61,18.38016573652567,18.38016573652567
46188,Factory,232,0.0,22,116.38016573652567,-1044.6198342634743
46189,Retail,233,55.66718981196452,63,-486.35937506334176,-486.35937506334176
46190,Wholesale,233,1.225228865140707,65,21.981690788743435,21.981690788743435
46191,Regional_Warehouse,233,0.0,22,42.70274638168485,42.70274638168485
46192,Factory,233,0.0,0,-35.297253618311515,1485.1602806282651
46193,Retail,234,55.892418677105226,12,28.204273649337665,28.204273649337665
46194,Wholesale,234,0.0,4,16.687487678827893,-271.3125123211721
46195,Regional_Warehouse,234,0.0,43,-114.0,-114.0
46196,Factory,234,0.0,39,-124.0,-124.0
46197,Retail,235,54.142418677105226,76,213.46870085816136,213.46870085816136
46198,Wholesale,235,15.225228865140707,15,-1178.0183092112566,-1178.0183092112566
46199,Regional_Warehouse,235,0.0,58,78.70274638168485,78.70274638168485
46200,Factory,235,0.0,79,190.70274638168485,190.70274638168485
46201,Retail,236,68.04287640738664,43,-1197.0245496616863,-1197.0245496616863
46202,Wholesale,236,0.0,14,1331.0066724166827,1331.0066724166827
46203,Regional_Warehouse,236,0.0,59,32.70274638168485,32.70274638168485
46204,Factory,236,0.0,54,-125.29725361831515,-125.29725361831515
46205,Retail,237,69.02310527252735,98,-27.08478625738644,-27.08478625738644
46206,Wholesale,237,0.0,83,13.36274638168834,13.36274638168834
46207,Regional_Warehouse,237,0.0,40,-26.6372536183153,-26.6372536183153
46208,Factory,237,0.0,32,43.36274638168834,43.36274638168834
46209,Retail,238,76.62310527252734,8,-611.8910439800693,-611.8910439800693
46210,Wholesale,238,0.0,15,10.0,10.0
46211,Regional_Warehouse,238,0.0,23,86.0,86.0
46212,Factory,238,6.2802288651407,72,-226.8137319084417,-226.8137319084417
46213,Retail,239,74.75333413766805,92,247.68013897918536,247.68013897918536
46214,Wholesale,239,0.0,90,19.36274638168834,19.36274638168834
46215,Regional_Warehouse,239,0.0,32,9.362746381684701,9.362746381684701
46216,Factory,239,0.0,32,352.0044172253329,352.0044172253329
46217,Retail,240,98.75759383308954,80,-2102.931409139652,-2102.931409139652
46218,Wholesale,240,0.0,72,181.45111634505884,181.45111634505884
46219,Regional_Warehouse,240,0.0,56,183.4511163450552,183.4511163450552
46220,Factory,240,0.0,39,287.45111634505884,287.45111634505884
46221,Retail,241,93.75759383308954,84,497.2943124977228,497.2943124977228
46222,Wholesale,241,0.0,76,-26.0,-26.0
46223,Regional_Warehouse,241,0.0,71,-140.0,-140.0
46224,Factory,241,0.0,85,-138.0,-138.0
46225,Retail,242,96.96185352851104,3,-233.45207378884152,-233.45207378884152
46226,Wholesale,242,0.0,97,-8.548883654941164,-8.548883654941164
46227,Regional_Warehouse,242,0.0,63,41.4511163450552,41.4511163450552
46228,Factory,242,0.0,1,-58.548883654941164,-58.548883654941164
46229,Retail,243,91.41185352851105,30,552.3435108622325,552.3435108622325
46230,Wholesale,243,0.0,68,-28.0,-28.0
46231,Regional_Warehouse,243,0.0,91,-46.0,-46.0
46232,Factory,243,0.0,77,-26.0,-26.0
46233,Retail,244,90.11185352851105,1,177.49556565675266,177.49556565675266
46234,Wholesale,244,0.0,93,-26.0,-26.0
46235,Regional_Warehouse,244,0.0,10,-106.0,-106.0
46236,Factory,244,17.0,59,-970.0,-970.0
46237,Retail,245,94.71185352851104,91,-342.4688179048899,-342.4688179048899
46238,Wholesale,245,0.0,78,-8.0,-8.0
46239,Regional_Warehouse,245,25.691561349470206,12,-1678.4092944629156,-1678.4092944629156
46240,Factory,245,0.0,77,1281.832982768985,1281.832982768985
46241,Retail,246,115.25341487798124,24,-1769.8353667544689,-1769.8353667544689
46242,Wholesale,246,0.0,91,268.298736193643,268.298736193643
46243,Regional_Warehouse,246,0.0,6,2066.00415226342,2066.00415226342
46244,Factory,246,0.0,2,-28.0,-28.0
46245,Retail,247,109.30341487798124,40,591.842372195124,591.842372195124
46246,Wholesale,247,0.0,48,-116.0,-116.0
46247,Regional_Warehouse,247,0.0,66,-112.0,-112.0
46248,Factory,247,0.0,45,-50.0,-50.0
46249,Retail,248,110.30341487798124,59,-42.994614106246445,-42.994614106246445
46250,Wholesale,248,0.0,59,-84.0,-84.0
46251,Regional_Warehouse,248,0.0,45,-110.0,-110.0
46252,Factory,248,0.0,60,-90.0,-90.0
46253,Retail,249,104.55341487798124,7,571.97798863348,571.97798863348
46254,Wholesale,249,0.0,91,-32.0,-32.0
46255,Regional_Warehouse,249,0.0,51,-106.0,-106.0
46256,Factory,249,0.0,85,-6.0,-6.0
46257,Retail,250,109.54238111115235,55,-396.3714381053451,-396.3714381053451
46258,Wholesale,250,0.0,98,38.46759479805405,38.46759479805405
46259,Regional_Warehouse,250,0.0,17,76.46759479805041,76.46759479805041
