,agent,day,inventory,purchase,r_s_a,q_s_a
45320,Factory,15,0.0,44,-62.0,-62.0
45321,Retail,16,0.0,29,-11.5,-11.5
45322,Wholesale,16,0.0,5,-184.0,-184.0
45323,Regional_Warehouse,16,0.0,36,-26.0,-26.0
45324,Factory,16,0.0,0,-138.0,-148.8
45325,Retail,17,0.0,73,-11.099999999999994,-11.099999999999994
45326,Wholesale,17,0.0,34,-18.0,-18.0
45327,Regional_Warehouse,17,0.0,92,-146.0,-146.0
45328,Factory,17,0.0,32,-138.0,-138.0
45329,Retail,18,0.0,71,-12.599999999999994,-12.599999999999994
45330,Wholesale,18,0.0,38,-144.0,-144.0
45331,Regional_Warehouse,18,0.0,11,-82.0,-82.0
45332,Factory,18,0.0,27,-70.0,-70.0
45333,Retail,19,0.0,75,-14.800000000000011,-14.800000000000011
45334,Wholesale,19,0.0,71,-46.0,-46.0
45335,Regional_Warehouse,19,0.0,18,-112.0,-112.0
45336,Factory,19,0.0,3,-168.0,-168.0
45337,Retail,20,0.0,49,-16.299999999999983,-16.299999999999983
45338,Wholesale,20,0.0,91,-104.0,-104.0
45339,Regional_Warehouse,20,0.0,34,-52.0,-52.0
45340,Factory,20,0.0,44,-60.0,-60.0
45341,Retail,21,0.0,52,-11.899999999999977,-11.899999999999977
45342,Wholesale,21,0.0,40,-186.0,-186.0
45343,Regional_Warehouse,21,0.0,35,-174.0,-174.0
45344,Factory,21,0.0,24,-96.0,-96.0
45345,Retail,22,0.0,85,-10.0,-10.0
45346,Wholesale,22,0.0,50,-24.0,-24.0
45347,Regional_Warehouse,22,0.0,61,-126.0,-126.0
45348,Factory,22,0.0,14,-118.0,-118.0
45349,Retail,23,0.0,96,-11.5,-11.5
45350,Wholesale,23,0.0,97,-92.0,-92.0
45351,Regional_Warehouse,23,0.0,84,-178.0,-178.0
45352,Factory,23,0.0,69,-194.0,-194.0
45353,Retail,24,0.0,77,-11.100000000000023,-11.100000000000023
45354,Wholesale,24,0.0,63,-16.0,-16.0
45355,Regional_Warehouse,24,0.0,28,-176.0,-176.0
45356,Factory,24,0.0,46,-182.0,-182.0
45357,Retail,25,0.0,62,-12.600000000000023,-12.600000000000023
45358,Wholesale,25,0.0,39,-190.0,-190.0
45359,Regional_Warehouse,25,0.0,9,-82.0,-82.0
45360,Factory,25,0.0,40,-16.0,-16.0
45361,Retail,26,0.0,92,-14.800000000000011,-14.800000000000011
45362,Wholesale,26,0.0,52,-108.0,-108.0
45363,Regional_Warehouse,26,0.0,13,-88.0,-88.0
45364,Factory,26,0.0,88,-194.0,-194.0
45365,Retail,27,0.0,23,-16.30000000000001,-16.30000000000001
45366,Wholesale,27,0.0,90,-102.0,-102.0
45367,Regional_Warehouse,27,0.0,78,-16.0,-16.0
45368,Factory,27,0.0,45,-54.0,-54.0
45369,Retail,28,0.0,13,-11.899999999999977,-11.899999999999977
45370,Wholesale,28,0.0,26,-48.0,-48.0
45371,Regional_Warehouse,28,0.0,25,-48.0,-48.0
45372,Factory,28,0.0,83,-92.0,-92.0
45373,Retail,29,0.0,21,-10.0,-10.0
45374,Wholesale,29,0.0,4,-178.0,-178.0
45375,Regional_Warehouse,29,0.0,36,-192.0,-192.0
45376,Factory,29,0.0,99,-120.0,-120.0
45377,Retail,30,0.0,21,-11.5,-11.5
45378,Wholesale,30,0.0,84,-10.0,-10.0
45379,Regional_Warehouse,30,0.0,69,-30.0,-30.0
45380,Factory,30,0.0,29,-140.0,-140.0
45381,Retail,31,0.0,35,-11.100000000000023,-11.100000000000023
45382,Wholesale,31,0.0,69,-154.0,-154.0
45383,Regional_Warehouse,31,0.0,62,-180.0,-180.0
45384,Factory,31,0.0,37,-192.0,-192.0
45385,Retail,32,0.0,52,-12.600000000000023,-12.600000000000023
45386,Wholesale,32,0.0,76,-58.0,-58.0
45387,Regional_Warehouse,32,0.0,52,-110.0,-110.0
45388,Factory,32,0.0,14,-132.0,-132.0
45389,Retail,33,0.0,87,-14.800000000000011,-14.800000000000011
45390,Wholesale,33,0.0,46,-192.0,-192.0
45391,Regional_Warehouse,33,0.0,20,-66.0,-66.0
45392,Factory,33,0.0,83,-96.0,-96.0
45393,Retail,34,0.0,27,-16.30000000000001,-16.30000000000001
45394,Wholesale,34,0.0,91,-96.0,-96.0
45395,Regional_Warehouse,34,0.0,58,-112.0,-112.0
45396,Factory,34,0.0,53,-156.0,-156.0
45397,Retail,35,0.0,63,-11.899999999999977,-11.899999999999977
45398,Wholesale,35,0.0,11,-176.0,-176.0
45399,Regional_Warehouse,35,0.0,54,-144.0,-144.0
45400,Factory,35,0.0,89,-32.0,-32.0
45401,Retail,36,0.0,13,-10.0,-10.0
45402,Wholesale,36,0.0,47,-8.0,-8.0
45403,Regional_Warehouse,36,0.0,9,-78.0,-78.0
45404,Factory,36,0.0,75,-50.0,-50.0
45405,Retail,37,0.0,89,-11.5,-11.5
45406,Wholesale,37,0.0,12,-142.0,-142.0
45407,Regional_Warehouse,37,0.0,31,-84.0,-84.0
45408,Factory,37,0.0,12,-16.0,-16.0
45409,Retail,38,0.0,2,-11.100000000000023,-11.100000000000023
45410,Wholesale,38,0.0,88,-102.0,-102.0
45411,Regional_Warehouse,38,0.0,80,-32.0,-32.0
45412,Factory,38,0.0,84,-142.0,-142.0
45413,Retail,39,0.0,33,-12.600000000000023,-12.600000000000023
45414,Wholesale,39,0.0,3,-68.0,-68.0
45415,Regional_Warehouse,39,0.0,93,-68.0,-68.0
45416,Factory,39,0.0,43,-102.0,-102.0
45417,Retail,40,0.0,97,-14.800000000000011,-14.800000000000011
45418,Wholesale,40,0.0,90,-194.0,-194.0
45419,Regional_Warehouse,40,0.0,17,-88.0,-88.0
45420,Factory,40,0.0,10,-154.0,-154.0
45421,Retail,41,0.0,60,-16.299999999999955,-16.299999999999955
45422,Wholesale,41,0.0,30,-176.0,-176.0
45423,Regional_Warehouse,41,0.0,34,-42.0,-42.0
45424,Factory,41,0.0,1,-190.0,-190.0
45425,Retail,42,0.0,93,-11.899999999999977,-11.899999999999977
45426,Wholesale,42,0.0,4,-94.0,-94.0
45427,Regional_Warehouse,42,0.0,89,-90.0,-90.0
45428,Factory,42,0.0,60,-132.0,-132.0
45429,Retail,43,0.0,79,-10.0,-10.0
45430,Wholesale,43,0.0,52,-92.0,-92.0
45431,Regional_Warehouse,43,0.0,94,-92.0,-92.0
45432,Factory,43,0.0,53,-26.0,-26.0
45433,Retail,44,0.0,27,-11.5,-11.5
45434,Wholesale,44,0.0,69,-138.0,-138.0
45435,Regional_Warehouse,44,0.0,39,-24.0,-24.0
45436,Factory,44,0.0,41,-40.0,-40.0
45437,Retail,45,0.0,86,-11.100000000000023,-11.100000000000023
45438,Wholesale,45,0.0,60,-30.0,-30.0
45439,Regional_Warehouse,45,0.0,47,-92.0,-92.0
45440,Factory,45,0.0,24,-90.0,-90.0
45441,Retail,46,0.0,49,-12.600000000000023,-12.600000000000023
45442,Wholesale,46,0.0,49,-84.0,-84.0
45443,Regional_Warehouse,46,0.0,8,-116.0,-116.0
45444,Factory,46,0.0,97,-80.0,-80.0
45445,Retail,47,0.0,53,-14.799999999999955,-14.799999999999955
45446,Wholesale,47,0.0,8,0.0,0.0
45447,Regional_Warehouse,47,0.0,80,-104.0,-104.0
45448,Factory,47,0.0,15,-24.0,-24.0
45449,Retail,48,0.0,64,-16.299999999999955,-16.299999999999955
45450,Wholesale,48,0.0,61,-28.0,-28.0
45451,Regional_Warehouse,48,0.0,13,-114.0,-114.0
45452,Factory,48,0.0,61,-186.0,-186.0
45453,Retail,49,0.0,77,-11.899999999999977,-11.899999999999977
45454,Wholesale,49,0.0,79,-50.0,-50.0
45455,Regional_Warehouse,49,0.0,15,-104.0,-104.0
45456,Factory,49,0.0,2,-80.0,-80.0
45457,Retail,50,0.0,26,-10.0,-10.0
45458,Wholesale,50,0.0,32,-190.0,-190.0
45459,Regional_Warehouse,50,0.0,68,-166.0,-166.0
45460,Factory,50,0.0,69,-50.0,-50.0
45461,Retail,51,0.0,88,-11.5,-11.5
45462,Wholesale,51,0.0,0,-36.0,-37.8
45463,Regional_Warehouse,51,0.0,48,-52.0,-52.0
45464,Factory,51,0.0,41,-32.0,-32.0
45465,Retail,52,0.0,85,-11.100000000000023,-11.100000000000023
45466,Wholesale,52,0.0,94,-126.0,-126.0
45467,Regional_Warehouse,52,0.0,8,-138.0,-138.0
45468,Factory,52,0.0,95,-30.0,-30.0
45469,Retail,53,0.0,39,-12.600000000000023,-12.600000000000023
45470,Wholesale,53,0.0,34,-138.0,-138.0
45471,Regional_Warehouse,53,0.0,59,-190.0,-190.0
45472,Factory,53,0.0,22,-164.0,-164.0
45473,Retail,54,0.0,63,-14.799999999999955,-14.799999999999955
45474,Wholesale,54,0.0,71,-146.0,-146.0
45475,Regional_Warehouse,54,0.0,39,-134.0,-134.0
45476,Factory,54,0.0,22,-76.0,-76.0
45477,Retail,55,0.0,62,-16.299999999999955,-16.299999999999955
45478,Wholesale,55,0.0,22,-138.0,-138.0
45479,Regional_Warehouse,55,0.0,76,-86.0,-86.0
45480,Factory,55,0.0,92,-188.0,-188.0
45481,Retail,56,0.0,49,-11.899999999999977,-11.899999999999977
45482,Wholesale,56,0.0,43,-70.0,-70.0
45483,Regional_Warehouse,56,0.0,53,-164.0,-164.0
45484,Factory,56,0.0,42,-54.0,-54.0
45485,Retail,57,0.0,13,-10.0,-10.0
45486,Wholesale,57,0.0,30,-84.0,-84.0
45487,Regional_Warehouse,57,0.0,45,-4.0,-4.0
45488,Factory,57,0.0,6,-60.0,-60.0
45489,Retail,58,0.0,89,-11.5,-11.5
45490,Wholesale,58,0.0,21,-108.0,-108.0
45491,Regional_Warehouse,58,0.0,94,-24.0,-24.0
45492,Factory,58,0.0,25,-136.0,-136.0
45493,Retail,59,0.0,83,-11.100000000000023,-11.100000000000023
45494,Wholesale,59,0.0,6,-120.0,-120.0
45495,Regional_Warehouse,59,0.0,73,-150.0,-150.0
45496,Factory,59,0.0,70,-152.0,-152.0
45497,Retail,60,0.0,24,-12.600000000000023,-12.600000000000023
45498,Wholesale,60,0.0,6,-124.0,-124.0
45499,Regional_Warehouse,60,0.0,94,-176.0,-176.0
45500,Factory,60,0.0,86,0.0,0.0
45501,Retail,61,0.0,41,-14.799999999999955,-14.799999999999955
45502,Wholesale,61,0.0,85,-18.0,-18.0
45503,Regional_Warehouse,61,0.0,68,-182.0,-182.0
45504,Factory,61,0.0,83,-72.0,-72.0
45505,Retail,62,0.0,91,-16.299999999999955,-16.299999999999955
45506,Wholesale,62,0.0,23,-124.0,-124.0
45507,Regional_Warehouse,62,0.0,58,-34.0,-34.0
45508,Factory,62,0.0,19,-36.0,-36.0
45509,Retail,63,0.0,97,-11.899999999999977,-11.899999999999977
45510,Wholesale,63,0.0,20,-78.0,-78.0
45511,Regional_Warehouse,63,0.0,41,-34.0,-34.0
45512,Factory,63,0.0,87,-128.0,-128.0
45513,Retail,64,0.0,35,-10.0,-10.0
45514,Wholesale,64,0.0,93,-144.0,-144.0
45515,Regional_Warehouse,64,0.0,72,-150.0,-150.0
45516,Factory,64,0.0,34,-46.0,-46.0
45517,Retail,65,0.0,83,-11.5,-11.5
45518,Wholesale,65,0.0,90,-62.0,-62.0
45519,Regional_Warehouse,65,0.0,31,-20.0,-20.0
45520,Factory,65,0.0,36,-156.0,-156.0
45521,Retail,66,0.0,25,-11.100000000000023,-11.100000000000023
45522,Wholesale,66,0.0,88,-18.0,-18.0
45523,Regional_Warehouse,66,0.0,2,-136.0,-136.0
45524,Factory,66,0.0,47,-188.0,-188.0
45525,Retail,67,0.0,37,-12.600000000000023,-12.600000000000023
45526,Wholesale,67,0.0,96,-168.0,-168.0
45527,Regional_Warehouse,67,0.0,60,-188.0,-188.0
45528,Factory,67,0.0,2,-46.0,-46.0
45529,Retail,68,0.0,77,-14.799999999999955,-14.799999999999955
45530,Wholesale,68,0.0,57,-192.0,-192.0
45531,Regional_Warehouse,68,0.0,57,-112.0,-112.0
45532,Factory,68,0.0,19,-194.0,-194.0
45533,Retail,69,0.0,74,-16.299999999999955,-16.299999999999955
45534,Wholesale,69,0.0,52,-148.0,-148.0
45535,Regional_Warehouse,69,0.0,13,-60.0,-60.0
45536,Factory,69,0.0,54,-6.0,-6.0
45537,Retail,70,0.0,43,-11.899999999999977,-11.899999999999977
45538,Wholesale,70,0.0,46,-4.0,-4.0
45539,Regional_Warehouse,70,0.0,58,-26.0,-26.0
45540,Factory,70,0.0,86,-100.0,-100.0
45541,Retail,71,0.0,36,-10.0,-10.0
45542,Wholesale,71,0.0,55,-52.0,-52.0
45543,Regional_Warehouse,71,0.0,31,-124.0,-124.0
45544,Factory,71,0.0,85,-144.0,-144.0
45545,Retail,72,0.0,10,-11.5,-11.5
45546,Wholesale,72,0.0,92,-54.0,-54.0
45547,Regional_Warehouse,72,0.0,32,-136.0,-136.0
45548,Factory,72,0.0,3,-162.0,-162.0
45549,Retail,73,0.0,11,-11.100000000000023,-11.100000000000023
45550,Wholesale,73,0.0,94,-60.0,-60.0
45551,Regional_Warehouse,73,0.0,59,-10.0,-10.0
45552,Factory,73,0.0,23,-154.0,-154.0
45553,Retail,74,0.0,17,-12.600000000000023,-12.600000000000023
45554,Wholesale,74,0.0,12,-8.0,-8.0
45555,Regional_Warehouse,74,0.0,26,-120.0,-120.0
45556,Factory,74,0.0,32,-6.0,-6.0
45557,Retail,75,0.0,69,-14.799999999999955,-14.799999999999955
45558,Wholesale,75,0.0,68,-188.0,-188.0
45559,Regional_Warehouse,75,0.0,26,-24.0,-24.0
45560,Factory,75,0.0,77,-14.0,-14.0
45561,Retail,76,0.0,9,-16.299999999999955,-16.299999999999955
45562,Wholesale,76,0.0,64,-70.0,-70.0
45563,Regional_Warehouse,76,0.0,5,-18.0,-18.0
45564,Factory,76,0.0,30,-40.0,-40.0
45565,Retail,77,0.0,79,-11.899999999999977,-11.899999999999977
45566,Wholesale,77,0.0,40,-34.0,-34.0
45567,Regional_Warehouse,77,0.0,67,-164.0,-164.0
45568,Factory,77,0.0,92,-16.0,-16.0
45569,Retail,78,0.0,84,-10.0,-10.0
45570,Wholesale,78,0.0,38,-18.0,-18.0
45571,Regional_Warehouse,78,0.0,16,-54.0,-54.0
45572,Factory,78,0.0,73,-88.0,-88.0
45573,Retail,79,0.0,94,-11.5,-11.5
45574,Wholesale,79,0.0,68,-176.0,-176.0
45575,Regional_Warehouse,79,0.0,50,-20.0,-20.0
45576,Factory,79,0.0,4,-14.0,-14.0
45577,Retail,80,0.0,94,-11.100000000000023,-11.100000000000023
45578,Wholesale,80,0.0,88,-52.0,-52.0
45579,Regional_Warehouse,80,0.0,86,-24.0,-24.0
45580,Factory,80,0.0,5,-184.0,-184.0
45581,Retail,81,0.0,9,-12.599999999999909,-12.599999999999909
45582,Wholesale,81,0.0,21,-112.0,-112.0
45583,Regional_Warehouse,81,0.0,23,-52.0,-52.0
45584,Factory,81,0.0,76,-190.0,-190.0
45585,Retail,82,0.0,5,-14.799999999999955,-14.799999999999955
45586,Wholesale,82,0.0,9,-106.0,-106.0
45587,Regional_Warehouse,82,0.0,85,-148.0,-148.0
45588,Factory,82,0.0,73,-4.0,-4.0
45589,Retail,83,0.0,7,-16.299999999999955,-16.299999999999955
45590,Wholesale,83,0.0,60,-98.0,-98.0
45591,Regional_Warehouse,83,0.0,59,-144.0,-144.0
45592,Factory,83,0.0,45,-2.0,-2.0
45593,Retail,84,0.0,27,-11.900000000000091,-11.900000000000091
45594,Wholesale,84,0.0,98,-20.0,-20.0
45595,Regional_Warehouse,84,0.0,42,-190.0,-190.0
45596,Factory,84,0.0,84,-154.0,-154.0
45597,Retail,85,0.0,64,-10.0,-10.0
45598,Wholesale,85,0.0,79,-170.0,-170.0
45599,Regional_Warehouse,85,0.0,51,-182.0,-182.0
45600,Factory,85,0.0,90,-34.0,-34.0
45601,Retail,86,0.0,63,-11.5,-11.5
45602,Wholesale,86,0.0,27,-82.0,-82.0
45603,Regional_Warehouse,86,0.0,61,-88.0,-88.0
45604,Factory,86,0.0,19,-20.0,-20.0
45605,Retail,87,0.0,98,-11.099999999999909,-11.099999999999909
45606,Wholesale,87,0.0,14,-136.0,-136.0
45607,Regional_Warehouse,87,0.0,8,-192.0,-192.0
45608,Factory,87,0.0,95,-34.0,-34.0
45609,Retail,88,0.0,2,-12.599999999999909,-12.599999999999909
45610,Wholesale,88,0.0,95,-58.0,-58.0
45611,Regional_Warehouse,88,0.0,88,-198.0,-198.0
45612,Factory,88,0.0,6,-60.0,-60.0
45613,Retail,89,0.0,34,-14.799999999999955,-14.799999999999955
45614,Wholesale,89,0.0,35,-74.0,-74.0
45615,Regional_Warehouse,89,0.0,95,-46.0,-46.0
45616,Factory,89,0.0,72,-48.0,-48.0
45617,Retail,90,0.0,36,-16.299999999999955,-16.299999999999955
45618,Wholesale,90,0.0,85,-116.0,-116.0
45619,Regional_Warehouse,90,0.0,57,0.0,0.0
45620,Factory,90,0.0,95,-74.0,-74.0
45621,Retail,91,0.0,59,-11.900000000000091,-11.900000000000091
45622,Wholesale,91,0.0,12,-98.0,-98.0
45623,Regional_Warehouse,91,0.0,33,-108.0,-108.0
45624,Factory,91,0.0,71,-52.0,-52.0
45625,Retail,92,0.0,74,-10.0,-10.0
45626,Wholesale,92,0.0,19,-118.0,-118.0
45627,Regional_Warehouse,92,0.0,69,-92.0,-92.0
45628,Factory,92,0.0,87,-170.0,-170.0
45629,Retail,93,0.0,68,-11.5,-11.5
45630,Wholesale,93,0.0,98,-36.0,-36.0
45631,Regional_Warehouse,93,0.0,10,0.0,0.0
45632,Factory,93,0.0,49,-170.0,-170.0
45633,Retail,94,0.0,76,-11.099999999999909,-11.099999999999909
45634,Wholesale,94,0.0,82,-58.0,-58.0
45635,Regional_Warehouse,94,0.0,52,-48.0,-48.0
45636,Factory,94,0.0,20,-68.0,-68.0
45637,Retail,95,0.0,87,-12.599999999999909,-12.599999999999909
45638,Wholesale,95,0.0,93,-86.0,-86.0
45639,Regional_Warehouse,95,0.0,12,-122.0,-122.0
45640,Factory,95,0.0,25,-90.0,-90.0
45641,Retail,96,0.0,6,-14.799999999999955,-14.799999999999955
45642,Wholesale,96,0.0,92,-122.0,-122.0
45643,Regional_Warehouse,96,0.0,99,-82.0,-82.0
45644,Factory,96,0.0,21,-68.0,-68.0
45645,Retail,97,0.0,35,-16.299999999999955,-16.299999999999955
45646,Wholesale,97,0.0,31,-12.0,-12.0
45647,Regional_Warehouse,97,0.0,23,-192.0,-192.0
45648,Factory,97,0.0,24,-186.0,-186.0
45649,Retail,98,0.0,5,-11.900000000000091,-11.900000000000091
45650,Wholesale,98,0.0,36,-38.0,-38.0
45651,Regional_Warehouse,98,0.0,44,-180.0,-180.0
45652,Factory,98,0.0,22,-136.0,-136.0
45653,Retail,99,0.0,7,-10.0,-10.0
45654,Wholesale,99,0.0,75,-150.0,-150.0
45655,Regional_Warehouse,99,0.0,78,-132.0,-132.0
45656,Factory,99,0.0,38,-120.0,-120.0
45657,Retail,100,0.0,59,-11.5,-11.5
45658,Wholesale,100,0.0,27,-70.0,-70.0
45659,Regional_Warehouse,100,0.0,16,-40.0,-40.0
45660,Factory,100,0.0,36,-194.0,-194.0
45661,Retail,101,0.0,32,-11.099999999999909,-11.099999999999909
45662,Wholesale,101,0.0,97,-6.0,-6.0
45663,Regional_Warehouse,101,0.0,48,-64.0,-64.0
45664,Factory,101,0.0,4,-126.0,-126.0
45665,Retail,102,0.0,29,-12.599999999999909,-12.599999999999909
45666,Wholesale,102,0.0,56,-194.0,-194.0
45667,Regional_Warehouse,102,0.0,41,-76.0,-76.0
45668,Factory,102,0.0,62,-98.0,-98.0
45669,Retail,103,0.0,49,-14.799999999999955,-14.799999999999955
45670,Wholesale,103,0.0,69,-78.0,-78.0
45671,Regional_Warehouse,103,0.0,43,-80.0,-80.0
45672,Factory,103,0.0,61,-90.0,-90.0
45673,Retail,104,0.0,88,-16.299999999999955,-16.299999999999955
45674,Wholesale,104,0.0,13,-112.0,-112.0
45675,Regional_Warehouse,104,0.0,16,-80.0,-80.0
45676,Factory,104,0.0,39,-138.0,-138.0
45677,Retail,105,0.0,2,-11.900000000000091,-11.900000000000091
45678,Wholesale,105,0.0,64,-10.0,-10.0
45679,Regional_Warehouse,105,0.0,21,-98.0,-98.0
45680,Factory,105,0.0,62,-64.0,-64.0
45681,Retail,106,0.0,39,-10.0,-10.0
45682,Wholesale,106,0.0,25,-76.0,-76.0
45683,Regional_Warehouse,106,0.0,84,-106.0,-106.0
45684,Factory,106,0.0,64,-160.0,-160.0
45685,Retail,107,0.0,19,-11.5,-11.5
45686,Wholesale,107,0.0,86,-64.0,-64.0
45687,Regional_Warehouse,107,0.0,32,-62.0,-62.0
45688,Factory,107,0.0,88,-130.0,-130.0
45689,Retail,108,0.0,0,-11.099999999999909,-22.439999999999827
45690,Wholesale,108,0.0,1,-96.0,-96.0
45691,Regional_Warehouse,108,0.0,88,-44.0,-44.0
45692,Factory,108,0.0,15,-50.0,-50.0
45693,Retail,109,0.0,39,-12.599999999999909,-12.599999999999909
45694,Wholesale,109,0.0,28,0.0,0.0
45695,Regional_Warehouse,109,0.0,48,-40.0,-40.0
45696,Factory,109,0.0,1,-188.0,-188.0
45697,Retail,110,0.0,85,-14.799999999999955,-14.799999999999955
45698,Wholesale,110,0.0,61,-94.0,-94.0
45699,Regional_Warehouse,110,0.0,20,-98.0,-98.0
45700,Factory,110,0.0,55,-158.0,-158.0
45701,Retail,111,0.0,82,-16.299999999999955,-16.299999999999955
45702,Wholesale,111,0.0,60,-196.0,-196.0
45703,Regional_Warehouse,111,0.0,64,-60.0,-60.0
45704,Factory,111,0.0,81,-150.0,-150.0
45705,Retail,112,0.0,38,-11.900000000000091,-11.900000000000091
45706,Wholesale,112,0.0,13,-22.0,-22.0
45707,Regional_Warehouse,112,0.0,14,-8.0,-8.0
45708,Factory,112,0.0,69,-152.0,-152.0
45709,Retail,113,0.0,97,-10.0,-10.0
45710,Wholesale,113,0.0,86,-84.0,-84.0
45711,Regional_Warehouse,113,0.0,51,-166.0,-166.0
45712,Factory,113,0.0,74,-176.0,-176.0
45713,Retail,114,0.0,95,-11.5,-11.5
45714,Wholesale,114,0.0,12,-72.0,-72.0
45715,Regional_Warehouse,114,0.0,74,-6.0,-6.0
45716,Factory,114,0.0,19,-156.0,-156.0
45717,Retail,115,0.0,23,-11.099999999999909,-11.099999999999909
45718,Wholesale,115,0.0,0,-154.0,-159.4
45719,Regional_Warehouse,115,0.0,49,-22.0,-22.0
45720,Factory,115,0.0,61,-32.0,-32.0
45721,Retail,116,0.0,57,-12.599999999999909,-12.599999999999909
45722,Wholesale,116,0.0,69,-180.0,-180.0
45723,Regional_Warehouse,116,0.0,19,-110.0,-110.0
45724,Factory,116,0.0,92,-76.0,-76.0
45725,Retail,117,0.0,83,-14.799999999999955,-14.799999999999955
45726,Wholesale,117,0.0,62,-56.0,-56.0
45727,Regional_Warehouse,117,0.0,44,-36.0,-36.0
45728,Factory,117,0.0,1,-68.0,-68.0
45729,Retail,118,0.0,25,-16.299999999999955,-16.299999999999955
45730,Wholesale,118,0.0,96,-144.0,-144.0
45731,Regional_Warehouse,118,0.0,89,-86.0,-86.0
45732,Factory,118,0.0,98,-126.0,-126.0
45733,Retail,119,0.0,85,-11.900000000000091,-11.900000000000091
45734,Wholesale,119,0.0,56,-54.0,-54.0
45735,Regional_Warehouse,119,0.0,29,-74.0,-74.0
45736,Factory,119,0.0,61,-162.0,-162.0
45737,Retail,120,0.0,65,-10.0,-10.0
45738,Wholesale,120,0.0,74,-46.0,-46.0
45739,Regional_Warehouse,120,0.0,74,-12.0,-12.0
45740,Factory,120,0.0,79,-190.0,-190.0
45741,Retail,121,0.0,2,-10.0,-10.0
45742,Wholesale,121,0.0,91,-196.0,-196.0
45743,Regional_Warehouse,121,0.0,6,-106.0,-106.0
45744,Factory,121,0.0,15,-184.0,-184.0
45745,Retail,122,0.0,92,-11.5,-11.5
45746,Wholesale,122,0.0,27,-148.0,-148.0
45747,Regional_Warehouse,122,0.0,10,-138.0,-138.0
45748,Factory,122,0.0,12,-26.0,-26.0
45749,Retail,123,0.0,36,-11.099999999999909,-11.099999999999909
45750,Wholesale,123,0.0,27,-84.0,-84.0
45751,Regional_Warehouse,123,0.0,9,-88.0,-88.0
45752,Factory,123,0.0,95,-52.0,-52.0
45753,Retail,124,0.0,5,-12.599999999999909,-12.599999999999909
45754,Wholesale,124,0.0,34,-4.0,-4.0
45755,Regional_Warehouse,124,0.0,99,-32.0,-32.0
45756,Factory,124,0.0,17,-52.0,-52.0
45757,Retail,125,0.0,39,-14.799999999999955,-14.799999999999955
45758,Wholesale,125,0.0,8,-168.0,-168.0
45759,Regional_Warehouse,125,0.0,52,-164.0,-164.0
45760,Factory,125,0.0,13,-30.0,-30.0
45761,Retail,126,0.0,99,-16.299999999999955,-16.299999999999955
45762,Wholesale,126,0.0,23,-162.0,-162.0
45763,Regional_Warehouse,126,0.0,79,-106.0,-106.0
45764,Factory,126,0.0,99,-74.0,-74.0
45765,Retail,127,0.0,25,-11.900000000000091,-11.900000000000091
45766,Wholesale,127,0.0,56,-180.0,-180.0
45767,Regional_Warehouse,127,0.0,80,-34.0,-34.0
45768,Factory,127,0.0,21,-66.0,-66.0
45769,Retail,128,0.0,62,-10.0,-10.0
45770,Wholesale,128,0.0,55,-32.0,-32.0
45771,Regional_Warehouse,128,0.0,58,-118.0,-118.0
45772,Factory,128,0.0,31,-80.0,-80.0
45773,Retail,129,0.0,19,-11.5,-11.5
45774,Wholesale,129,0.0,80,-172.0,-172.0
45775,Regional_Warehouse,129,0.0,42,-40.0,-40.0
45776,Factory,129,0.0,49,-160.0,-160.0
45777,Retail,130,0.0,0,-11.099999999999909,-22.439999999999827
45778,Wholesale,130,0.0,12,-24.0,-24.0
45779,Regional_Warehouse,130,0.0,47,-160.0,-160.0
45780,Factory,130,0.0,51,-82.0,-82.0
45781,Retail,131,0.0,6,-12.599999999999909,-12.599999999999909
45782,Wholesale,131,0.0,36,-130.0,-130.0
45783,Regional_Warehouse,131,0.0,70,-74.0,-74.0
45784,Factory,131,0.0,24,-22.0,-22.0
45785,Retail,132,0.0,53,-14.799999999999955,-14.799999999999955
45786,Wholesale,132,0.0,84,-176.0,-176.0
45787,Regional_Warehouse,132,0.0,86,-84.0,-84.0
45788,Factory,132,0.0,24,-110.0,-110.0
45789,Retail,133,0.0,95,-16.299999999999955,-16.299999999999955
45790,Wholesale,133,0.0,68,-178.0,-178.0
45791,Regional_Warehouse,133,0.0,27,-158.0,-158.0
45792,Factory,133,0.0,62,-182.0,-182.0
45793,Retail,134,0.0,62,-11.900000000000091,-11.900000000000091
45794,Wholesale,134,0.0,49,-120.0,-120.0
45795,Regional_Warehouse,134,0.0,17,-146.0,-146.0
45796,Factory,134,0.0,86,-70.0,-70.0
45797,Retail,135,0.0,93,-10.0,-10.0
45798,Wholesale,135,0.0,82,-198.0,-198.0
45799,Regional_Warehouse,135,0.0,28,-130.0,-130.0
45800,Factory,135,0.0,23,-190.0,-190.0
45801,Retail,136,0.0,50,-11.5,-11.5
45802,Wholesale,136,0.0,24,-198.0,-198.0
45803,Regional_Warehouse,136,0.0,4,-22.0,-22.0
45804,Factory,136,0.0,44,-74.0,-74.0
45805,Retail,137,0.0,8,-11.099999999999909,-11.099999999999909
45806,Wholesale,137,0.0,95,-178.0,-178.0
45807,Regional_Warehouse,137,0.0,88,-104.0,-104.0
45808,Factory,137,0.0,67,-116.0,-116.0
45809,Retail,138,0.0,82,-12.599999999999909,-12.599999999999909
45810,Wholesale,138,0.0,52,-146.0,-146.0
45811,Regional_Warehouse,138,0.0,84,-30.0,-30.0
